sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
1261,Not a smell,0.95,No Change,stores the second request to the server,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1262,Not a smell,0.95,No Change,Verify we haven't overwritten the location with our previous fragment.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1263,Not a smell,0.95,No Change,Verify previous fragment is used and not the original.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1264,Not a smell,0.95,No Change,'setup.py publish' shortcut.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1265,Not a smell,0.95,No Change,in case self.port = 0,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1266,Not a smell,0.95,No Change,just in case of exception,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1267,Task,0.9,Remove,"NB: when Python 2.7 is no longer supported, the argument  can be removed to use a default backlog size",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1268,Not a smell,0.95,No Change,avoid server from waiting for event timeouts  if an exception is found in the main thread,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1269,Not a smell,0.95,No Change,ensure server thread doesn't get stuck waiting for connections,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1270,Not a smell,0.95,No Change,allow exceptions to propagate,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1271,Not a smell,0.9,No Change,This code exists for backwards compatibility reasons.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1272,Irrelevant,0.95,Remove,I don't like it either. Just look the other way. :),,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1273,Not a smell,0.95,No Change,This traversal is apparently necessary such that the identities are  preserved (requests.packages.urllib3.* is urllib3.*),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1274,Irrelevant,0.95,Remove,"Kinda cool, though, right?",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1275,Not a smell,0.9,No Change,export all columns,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1276,Obvious,0.95,Remove,export a subset of columns,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1277,Beautification,0.85,Remove,JSON,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1278,Beautification,0.95,Remove,XML,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1279,Obvious,0.9,Remove,with title,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1280,Obvious,0.9,Remove,without title,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1281,Irrelevant,0.9,Remove,https://foss.heptapod.net/pypy/pypy/-/issues/3527,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1282,Not a smell,0.95,No Change,empty plugin to activate postprocessing.PostProcessingManager,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1283,Beautification,0.95,Remove,XML,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1284,Obvious,0.9,Remove,set Cookie header,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1285,Not a smell,0.95,No Change,extract cookies from Set-Cookie and drop invalid/expired cookies,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1286,Not a smell,0.95,No Change,"path, domain",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1287,Obvious,0.95,Remove,no attributes given return False,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1288,Not a smell,0.9,No Change,not existent attributes,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1289,Obvious,0.92,Remove,equal attribute,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1290,Not a smell,0.95,No Change,obj1 has no attribute y,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1291,Obvious,0.9,Remove,equal attributes,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1292,Obvious,0.95,Remove,differente attributes,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1293,Not a smell,0.95,No Change,test callable,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1294,Misleading,0.95,Rewrite,compare ['meta']['a'],compare ['meta']['z'],repaired,Original comment incorrectly referred to key 'a' instead of 'z' in the comparison.,evaluation,deepseek-v3
1295,Obvious,0.92,Remove,fail z equality,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1296,Task,0.95,Remove,TODO: how do we fix this to return the actual argument names?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1297,Not a smell,0.95,No Change,PyPy 3.6-v7.3.1,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1298,Obvious,0.95,Remove,common case,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1299,Obvious,0.85,Rewrite,test items,Base and derived test item classes.,repaired,Original comment was obvious; new comment clarifies class structure.,evaluation,deepseek-v3
1300,Obvious,0.9,Remove,test item loaders,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1301,Obvious,0.9,Remove,test processors,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1302,Not a smell,0.95,No Change,Let's assume a SKU is only digits.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1303,Not a smell,0.9,No Change,take first which allows empty values,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1304,Not a smell,0.9,No Change,"Should not return ""sku: None"".",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1305,Not a smell,0.95,No Change,Should not ignore empty values.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1306,Not a smell,0.45,No Change,test add object value,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1307,Obvious,0.95,Remove,Functions as processors,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1308,Not a smell,0.95,No Change,only pass one argument. spider script shouldn't be created,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1309,Not a smell,0.95,No Change,pass two arguments <name> <domain>. spider script should be created,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1310,Not a smell,0.95,No Change,change name of spider but not its file name,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1311,Not a smell,0.95,No Change,use different template to ensure contents were changed,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1312,Not a smell,0.95,No Change,"see https://github.com/scrapy/scrapy/issues/2811  The spider below should not be able to connect to localhost:12345,  which is intended,  but this should not be because of DNS lookup error  assumption: localhost will resolve in all cases (true?)",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1313,Nonlocal info,0.7125,Move,https://twistedmatrix.com/trac/ticket/9766,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1314,Not a smell,0.95,No Change,"Get form element from xpath, if not found, go up",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1315,Not a smell,0.95,No Change,"If we get here, it means that either formname was None or invalid",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1316,Not a smell,0.765,No Change,type: ignore[assignment],,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1317,Not a smell,0.95,No Change,Match browser behaviour on simple select tag without options selected  And for select tags without options,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1318,Nonlocal info,0.6056,Move,This is a workround to bug in lxml fixed 2.3.1  fix https://github.com/lxml/lxml/commit/57f49eed82068a20da3db8f1b18ae00c1bab8b12#L1L1139,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1319,Obvious,0.95,Rewrite,"If we don't have clickdata, we just use the first clickable element",Use the first clickable element when clickdata is not specified.,repaired,"Reworded to be less redundant, as original merely restated code.",evaluation,deepseek-v3
1320,Not a smell,0.95,No Change,"If clickdata is given, we compare it to the clickable elements to find a  match. We first look to see if the number is specified in clickdata,  because that uniquely identifies the element",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1321,Not a smell,0.98,No Change,"We didn't find it, so now we build an XPath expression out of the other  arguments, because they can be used as such",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1322,Obvious,0.95,Remove,Skip uncacheable requests,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1323,Obvious,0.95,Remove,flag as uncacheable,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1324,Obvious,0.75,Rewrite,Look for cached response and check if expired,Retrieve cached response from storage,repaired,Original comment was obvious and slightly inaccurate; changed to accurately describe the action of retrieving the cached response.,evaluation,deepseek-v3
1325,Not a smell,0.95,No Change,first time request,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1326,Not a smell,0.95,No Change,Return cached response only if not expired,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1327,Not a smell,0.95,No Change,Keep a reference to cached response to avoid a second cache lookup on  process_response hook,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1328,Obvious,0.9,Remove,Skip cached responses and uncacheable requests,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1329,Not a smell,0.95,No Change,"RFC2616 requires origin server to set Date header,  https://www.w3.org/Protocols/rfc2616/rfc2616-sec14.html#sec14.18",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1330,Not a smell,0.95,No Change,Do not validate first-hand responses,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1331,Not a smell,0.95,No Change,"As the error message is logged in the dataReceived callback, we  have to give a bit of time to the reactor to process the queue  after closing the connection.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1332,Not a smell,0.95,No Change,"above tests use a server certificate for ""localhost"",  client connection to ""localhost"" too.  here we test that even if the server certificate is for another domain,  ""www.example.com"" in this case,  the tests still pass",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1333,Not a smell,0.95,No Change,only used for HTTPS tests,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1334,Not a smell,0.95,No Change,"Earlier lxml versions are affected by  https://foss.heptapod.net/pypy/pypy/-/issues/2498,  which was fixed in Cython 0.26, released on 2017-06-19, and used to  generate the C headers of lxml release tarballs published since then, the  first of which was:",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1335,Obvious,0.95,Remove,create an empty scrapy.cfg,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1336,Not a smell,0.95,No Change,Catch Ctrl-Break in windows,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1337,Not a smell,0.95,No Change,disable it to avoid the extra warning,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1338,Not a smell,0.95,No Change,"In practice, the complete traceback is shown by passing the  'exc_info' argument to the logging function",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1339,Not a smell,0.95,No Change,"Defined in the email.utils module, but undocumented:  https://github.com/python/cpython/blob/v3.9.0/Lib/email/utils.py#L42",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1340,Not a smell,0.95,No Change,Import twisted.mail here because it is not available in python3,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1341,Not a smell,0.95,No Change,disable accidental Ctrl-C key press from shutting down the engine,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1342,Not a smell,0.675,No Change,try all by default,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1343,Not a smell,0.95,No Change,always add standard shell as fallback,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1344,Not a smell,0.95,No Change,zope >= 5.0 only supports MultipleInvalid,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1345,Not a smell,0.95,No Change,scrapy root handler already installed: update it with new settings,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1346,Not a smell,0.95,No Change,lambda is assigned to Crawler attribute because this way it is not  garbage collected after leaving __init__ scope,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1347,Not a smell,0.95,No Change,Don't start the reactor if the deferreds are already fired,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1348,Not a smell,0.95,No Change,blocking call,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1349,Not a smell,0.95,No Change,raised if already stopped or in shutdown stage,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1350,Not a smell,0.9,No Change,ignore subclassing warnings,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1351,Not a smell,0.95,No Change,subclass instances don't warn,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1352,Not a smell,0.7225,No Change,case 1: ignore_unknown_options=True:,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1353,Not a smell,0.95,No Change,avoid warning when executing tests,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1354,Not a smell,0.95,No Change,case 2: ignore_unknown_options=False (raise exception):,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1355,Not a smell,0.95,No Change,if run as a standalone command and file with same filename already exists,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1356,Obvious,0.95,Remove,if spider with same name exists,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1357,Obvious,0.95,Rewrite,a file with the same name exists in the target directory,Check if a file with the same name already exists in the spiders module directory.,repaired,Original comment was obvious and merely restated the code; rewrote to be more precise and informative.,evaluation,deepseek-v3
1358,Not a smell,0.95,No Change,If a server needs `latency` seconds to respond then  we should send a request each `latency/N` seconds  to have N requests processed in parallel,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1359,Not a smell,0.95,No Change,Adjust the delay to make it closer to target_delay,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1360,Not a smell,0.95,No Change,"If target delay is bigger than old delay, then use it instead of mean.  It works better with problematic sites.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1361,Obvious,0.9,Remove,Make sure self.mindelay <= new_delay <= self.max_delay,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1362,Not a smell,0.95,No Change,"Dont adjust delay if response status != 200 and new delay is smaller  than old one, as error pages (and redirections) are usually small and  so tend to reduce latency, thus provoking a positive feedback by  reducing delay instead of increase.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1363,Obvious,0.95,Rewrite,return same instance for same file argument,Cache and reuse the database instance per filename.,repaired,The original comment merely restates the obvious code; rewording clarifies the caching intent.,evaluation,deepseek-v3
1364,Not a smell,0.95,No Change,accept all items by default,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1365,Obvious,0.95,Remove,"remove first ""/""",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1366,Beautification,0.9,Remove,feed params,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1367,Beautification,0.9,Remove,flags,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1368,Not a smell,0.8075,No Change,Begin: Backward compatibility for FEED_URI and FEED_FORMAT settings,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1369,Obvious,0.9,Remove,handle pathlib.Path objects,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1370,Beautification,0.95,Remove,End: Backward compatibility for FEED_URI and FEED_FORMAT settings,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1371,Not a smell,0.95,No Change,'FEEDS' setting takes precedence over 'FEED_URI',,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1372,Not a smell,0.95,No Change,We need to call slot.storage.store nonetheless to get the file  properly closed.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1373,Obvious,0.9,Rewrite,"if slot doesn't accept item, continue with next slot","If slot doesn't accept item, keep it and continue.",repaired,Original comment was obvious and missed the append action; rewritten to include the full behavior.,evaluation,deepseek-v3
1374,Misleading,0.9,Rewrite,create new slot for each slot with itemcount == FEED_EXPORT_BATCH_ITEM_COUNT and close the old one,"If the slot's item count reaches the batch limit, close the slot and start a new batch.",repaired,Original comment incorrectly used equality; code uses >= threshold.,evaluation,deepseek-v3
1375,Obvious,0.95,Rewrite,load the item filter if declared else load the default filter class,"Load the filter class specified in feed_options, falling back to the default ItemFilter.",repaired,Rewritten to be clearer and less obvious.,evaluation,deepseek-v3
1376,Not a smell,0.95,No Change,see https://www.python.org/dev/peps/pep-3119/#overloading-isinstance-and-issubclass  and https://docs.python.org/reference/datamodel.html#customizing-instance-and-subclass-checks  for implementation details,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1377,Not a smell,0.95,No Change,we should do the magic only if second `issubclass` argument  is the deprecated class itself - subclasses of the  deprecated class should not use custom `__subclasscheck__`  method.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1378,Not a smell,0.95,No Change,Sometimes inspect.stack() fails (e.g. when the first import of  deprecated class is in jinja2 template). __module__ attribute is not  important enough to raise an exception as users may be unable  to fix inspect.stack() errors.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1379,Obvious,0.95,Rewrite,prepare a directory for storing files,Create a temporary directory for the media store and configure the pipeline to use it.,repaired,The original comment merely restates the code; the repair adds context about the purpose (media store for pipeline).,evaluation,deepseek-v3
1380,Obvious,0.9,Rewrite,check that logs show the expected number of successful file downloads,Ensure logs show exactly 3 successful file download entries.,repaired,Reworded to be more concise while still faithful to the code.,evaluation,deepseek-v3
1381,Obvious,0.95,Remove,check that the images/files status is `downloaded`,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1382,Obvious,0.9,Rewrite,check that the images/files checksums are what we know they should be,Verify that checksums of downloaded files match the expected set,repaired,Original comment merely restates the assert; rewrite adds clarity by specifying 'downloaded files' and 'expected set'.,evaluation,deepseek-v3
1383,Obvious,0.9,Rewrite,check that the image files where actually written to the media store,Check that the image files exist in the media store.,repaired,Fixed grammatical error and made comment clearer without adding unnecessary detail.,evaluation,deepseek-v3
1384,Not a smell,0.95,No Change,"check that the item does NOT have the ""images/files"" field populated",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1385,Obvious,0.95,Rewrite,check that there was 1 successful fetch and 3 other responses with non-200 code,check that there was 1 successful fetch (status 200) and 3 responses with non-200 status code,repaired,Original comment restated code; rewritten to clarify status code values while keeping intent.,evaluation,deepseek-v3
1386,Not a smell,0.92,No Change,check that logs do show the failure on the file downloads,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1387,Obvious,0.95,Rewrite,check that no files were written to the media store,Verify that no files are present in the temporary media store.,repaired,Rewritten to avoid obvious restatement by adding more precise phrasing.,evaluation,deepseek-v3
1388,Not a smell,0.45,No Change,somehow checksums for images are different for Python 3.3,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1389,Not a smell,0.95,No Change,"Store a dictionary which is used to get the respective  H2ClientProtocolInstance using the  key as Tuple(scheme, hostname, port)",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1390,Not a smell,0.95,No Change,Save all requests that arrive before the connection is established,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1391,Not a smell,0.92,No Change,Received a request while connecting to remote  Create a deferred which will fire with the H2ClientProtocol  instance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1392,Obvious,0.95,Rewrite,Check if we already have a connection to the remote,Return existing connection if already established.,repaired,Rephrased to focus on action rather than check.,evaluation,deepseek-v3
1393,Obvious,0.95,Rewrite,Return this connection instance wrapped inside a deferred,Connection already exists; return it immediately wrapped in a Deferred.,repaired,Obvious comment restating code; added context about condition.,evaluation,deepseek-v3
1394,Obvious,0.95,Rewrite,No connection is established for the given URI,No existing connection or pending request; initiate a new connection for the given URI.,repaired,The original comment was obvious; the rewritten comment adds context about the absence of pending requests.,evaluation,deepseek-v3
1395,Not a smell,0.95,No Change,Now as we have established a proper HTTP/2 connection  we fire all the deferred's with the connection instance,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1396,Obvious,0.95,Rewrite,Call the errback of all the pending requests for this connection,"Since this connection is being removed, propagate the errors to all pending requests that were waiting on it.",repaired,"Adds context about why errbacks are called, avoiding mere restatement of the code.",evaluation,deepseek-v3
1397,Not a smell,0.95,No Change,"- GzipFile's read() has issues returning leftover uncompressed data when    input is corrupted  - read1(), which fetches data before raising EOFError on next call    works here",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1398,Not a smell,0.95,No Change,"complete only if there is some data, otherwise re-raise  see issue 87 about catching struct.error  some pages are quite small so output_list is empty and f.extrabuf  contains the whole page content",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1399,Not a smell,0.95,No Change,Used for remembering the file (and its contents)  so we don't have to open the same file again.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1400,Not a smell,0.95,No Change,A regex that matches standard linkcheck output lines,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1401,Obvious,0.95,Remove,Read lines from the linkcheck output file,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1402,Obvious,0.95,Rewrite,"For every line, fix the respective file",# Process each linkcheck line to fix redirect links in the respective file.,repaired,Original comment was obvious and slightly inaccurate; rewritten to clarify purpose.,evaluation,deepseek-v3
1403,Not a smell,0.95,No Change,Broken links can't be fixed and  I am not sure what do with the local ones.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1404,Obvious,0.95,Remove,If this is a new file,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1405,Obvious,0.92,Remove,Update the previous file,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1406,Obvious,0.95,Remove,Read the new file to memory,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1407,Not a smell,0.95,No Change,We don't understand what the current line means!,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1408,Task,0.8,Remove,XXX: There's gotta be a smarter way to do this...,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1409,Not a smell,0.95,No Change,This function has some side effects we don't need for this test,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1410,Not a smell,0.95,No Change,some values such as '/var/run/docker.sock' can't be parsed  by _parse_proxy and as such should be skipped,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1411,Obvious,0.95,Remove,ignore if proxy is already set,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1412,Obvious,0.95,Remove,extract credentials if present,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1413,Not a smell,0.95,No Change,'no_proxy' is only supported by http schemes,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1414,Obvious,0.92,Remove,not attributes given return False by default,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1415,Not a smell,0.95,No Change,support callables like itemgetter,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1416,Obvious,0.95,Remove,all attributes equal,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1417,Not a smell,0.95,No Change,Collecting weakreferences can take two collections on PyPy.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1418,Not a smell,0.9,No Change,non serializable request,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1419,Obvious,0.9,Remove,named group,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1420,Not a smell,0.6,No Change,full regex or numbered groups,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1421,Not a smell,0.6,No Change,will also close spider and downloader,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1422,Not a smell,0.95,No Change,will also close downloader,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1423,Vague,0.675,Rewrite,typing,Assertions for type checker to narrow types.,repaired,Original 'typing' is vague; rewritten clarifies purpose for type checking.,evaluation,deepseek-v3
1424,Not a smell,0.95,No Change,"downloader middleware can return requests (for example, redirects)",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1425,Obvious,0.95,Remove,downloader has pending requests,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1426,Not a smell,0.7125,No Change,not all start requests are handled,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1427,Obvious,0.9,Remove,base case (depth=0),,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1428,Not a smell,0.95,No Change,Request requires url in the __init__ method,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1429,Not a smell,0.95,No Change,url argument must be basestring,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1430,Not a smell,0.95,No Change,This test passes by not raising any (ValueError) exception,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1431,Not a smell,0.9,No Change,Different ways of setting headers attribute,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1432,Not a smell,0.95,No Change,headers must not be unicode,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1433,Not a smell,0.95,No Change,"encoding affects only query part of URI, not path  path part should always be UTF-8 encoded before percent-escaping",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1434,Not a smell,0.95,No Change,should be same as above,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1435,Not a smell,0.95,No Change,encoding is used for encoding query-string before percent-escaping;  path is still UTF-8 encoded before percent-escaping,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1436,Not a smell,0.95,No Change,"percent-escaping sequences that do not match valid UTF-8 sequences  should be kept untouched (just upper-cased perhaps)   See https://tools.ietf.org/html/rfc3987#section-3.2   ""Conversions from URIs to IRIs MUST NOT use any character encoding  other than UTF-8 in steps 3 and 4, even if it might be possible to  guess from the context that another character encoding than UTF-8 was  used in the URI.  For example, the URI  ""http://www.example.org/r%E9sum%E9.html"" might with some guessing be  interpreted to contain two e-acute characters encoded as iso-8859-1.  It must not be converted to an IRI containing these e-acute  characters.  Otherwise, in the future the IRI will be mapped to  ""http://www.example.org/r%C3%A9sum%C3%A9.html"", which is a different  URI from ""http://www.example.org/r%E9sum%E9.html"".",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1437,Not a smell,0.95,No Change,default encoding,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1438,Not a smell,0.95,No Change,ascii url,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1439,Not a smell,0.95,No Change,unicode url,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1440,Not a smell,0.95,No Change,make sure copy does not propagate callbacks,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1441,Not a smell,0.95,No Change,make sure flags list is shallow copied,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1442,Not a smell,0.92,No Change,make sure cb_kwargs dict is shallow copied,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1443,Not a smell,0.95,No Change,make sure meta dict is shallow copied,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1444,Not a smell,0.95,No Change,make sure headers attribute is shallow copied,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
