sample_id,is_smelly,label,confidence,top1_label,top1_score,top2_label,top2_score,reason_short,action_hint,route_to,second_check_used,review_reason,model_source
941,True,Nonlocal info,0.4875,Nonlocal info,0.4875,Not a smell,0.5125,"Comment references external config files ('values.yaml', exclusion config files) and injects external deployment agreement, qualifying as nonlocal info despite some local intent.",move,repair,True,low_confidence;not_smell_vs_nonlocal,deepseek-v3
942,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Comment merely restates code action without adding purpose or context.,remove,repair,False,,deepseek-v3
943,False,Not a smell,0.6375,Not a smell,0.6375,Obvious,0.3625,Comment explains loop purpose (parse ${}) which adds specific context beyond code restatement.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
944,True,Obvious,0.95,Obvious,0.95,Not a smell,0.04,Comment merely restates the local code action without adding rationale or intent.,remove,repair,False,,deepseek-v3
945,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains early return for non-String values.,no_change,evaluation,False,,deepseek-v3
946,False,Not a smell,0.8075,Not a smell,0.8075,Obvious,0.1925,Comment explains intent for local variable referencing external config.,no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
947,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Explains source of value: env and config file.,no_change,evaluation,False,,deepseek-v3
948,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides clear rationale for conditional logic based on injection order and sources.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
949,True,Nonlocal info,0.6056,Nonlocal info,0.6056,Not a smell,0.3944,"The comment's rationale depends on external configuration sources (value.yml, environment), making it nonlocal info.",move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
950,True,Nonlocal info,0.5419,Nonlocal info,0.5419,Not a smell,0.4581,"Comment explains code behavior conditioned on external config (env variables, values.yaml), so meaning depends on external agreement.",move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
951,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment only restates throw action without added rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
952,True,Obvious,0.85,Obvious,0.85,Not a smell,0.15,Comment merely restates the visible exception-throwing condition without added rationale or intent.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
953,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Summarizes purpose of parsing block: retrieving key, default value, and error text, providing useful context beyond restating local code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
954,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding value.,remove,repair,False,,deepseek-v3
955,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for trimming after colon.,no_change,evaluation,False,,deepseek-v3
956,True,Obvious,0.6375,Obvious,0.85,Vague,0.15,Comment merely restates the visible code action without additional rationale.,remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
957,True,Misleading,0.85,Misleading,0.85,Not a smell,0.15,Says skip injection but code sets a placeholder default value.,rewrite,repair,False,,deepseek-v3
958,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why escaping is needed for $ character in default value.,no_change,evaluation,False,,deepseek-v3
959,True,Obvious,0.9,Obvious,0.9,Not a smell,0.05,Merely restates code action without added rationale.,remove,repair,False,,deepseek-v3
960,False,Not a smell,0.8,Not a smell,0.8,Obvious,0.2,"Comment provides intent for the code block, not a pure restatement.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
961,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the following code's action without adding new insight.,remove,repair,False,,deepseek-v3
962,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains fallback behavior, enhances comprehension.",no_change,evaluation,False,,deepseek-v3
963,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds test pass purpose; concise and clear.,no_change,evaluation,False,,deepseek-v3
964,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Concise comment explains purpose of key derivation with password and salt.,no_change,evaluation,False,,deepseek-v3
965,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains acronyms CBC and PKCS5Padding, adding clarity.",no_change,evaluation,False,,deepseek-v3
966,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful section header comment.,no_change,evaluation,False,,deepseek-v3
967,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates obvious local code action without added context.,remove,repair,False,,deepseek-v3
968,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the method call without added value.,remove,repair,False,,deepseek-v3
969,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for condition based on config setting.,no_change,evaluation,False,,deepseek-v3
970,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains specific intent of adding response wrapper.,no_change,evaluation,False,,deepseek-v3
971,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the listener action without added intent or rationale.,remove,repair,False,,deepseek-v3
972,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the code action without extra context.,remove,repair,False,,deepseek-v3
973,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides meaningful explanation for security.,no_change,evaluation,False,,deepseek-v3
974,False,Not a smell,0.95,Not a smell,0.95,Beautification,0.03,Detailed Javadoc with examples and null-handling explanation enhances comprehension.,no_change,evaluation,False,,deepseek-v3
975,True,Beautification,0.6056,Beautification,0.6056,Not a smell,0.3944,Pure section header/visual separator with no behavioral or semantic content.,remove,repair,True,signal_conflict,deepseek-v3
976,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the obvious early return condition without adding new info.,remove,repair,False,,deepseek-v3
977,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Section header with visual separator; no semantic content.,remove,repair,False,,deepseek-v3
978,True,Beautification,0.95,Beautification,0.95,Obvious,0.05,Section header with decorative separator.,remove,repair,False,,deepseek-v3
979,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains design trade-off, not a smell.",no_change,evaluation,False,,deepseek-v3
980,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains performance and whitespace rationale, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
981,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clear explanation of null separator behavior.,no_change,evaluation,False,,deepseek-v3
982,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains optimization for single-character separator.,no_change,evaluation,False,,deepseek-v3
983,True,Beautification,0.85,Beautification,0.85,Obvious,0.08,"Section header labeling the else branch, adds minimal semantic content.",remove,repair,False,,deepseek-v3
984,False,Not a smell,0.95,Not a smell,0.95,Not a smell,0.05,Explains performance rationale and avoids alternative implementations.,no_change,evaluation,False,,deepseek-v3
985,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains early return logic for special cases.,no_change,evaluation,False,,deepseek-v3
986,True,Beautification,0.92,Beautification,0.92,Not a smell,0.08,Section header indicating code handles two or more elements.,remove,repair,False,,deepseek-v3
987,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for choosing custom buffer size.,no_change,evaluation,False,,deepseek-v3
988,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains recheck after lock to handle concurrency.,no_change,evaluation,False,,deepseek-v3
989,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains ordering rationale to prevent size inconsistency; adds value.,no_change,evaluation,False,,deepseek-v3
990,True,Nonlocal info,0.5737,Nonlocal info,0.9,Not a smell,0.1,"Comment depends on external module (Jaeger tracer agent) and configuration (jaegerConfig.isEnabled), making it nonlocal info.",move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
991,True,Obvious,0.92,Obvious,0.92,Vague,0.06,Comment simply restates method name and loop action without additional insight.,remove,repair,False,,deepseek-v3
992,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale to avoid complex default formatting, adding intent.",no_change,evaluation,False,,deepseek-v3
993,True,Nonlocal info,0.7125,Nonlocal info,0.95,Not a smell,0.05,"Comment references external library and deployment-specific configuration, not local intent.",move,repair,True,not_smell_vs_nonlocal,deepseek-v3
994,True,Misleading,0.85,Misleading,0.85,Obvious,0.1,"Misstates PKCS5Padding as key padding, incorrect.",rewrite,repair,False,,deepseek-v3
995,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains possible data types for clarity.,no_change,evaluation,False,,deepseek-v3
996,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Merely restates the forEach loop action with no added rationale or intent.,remove,repair,False,,deepseek-v3
997,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains caching intent per service for round robin.,no_change,evaluation,False,,deepseek-v3
998,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Clarifies that field 'path' stores the interface name, adding specific local purpose.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
999,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains '?' as separator in URL parsing.,no_change,evaluation,False,,deepseek-v3
1000,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of default port logic.,no_change,evaluation,False,,deepseek-v3
1001,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the local serialize check without adding purpose or rationale.,remove,repair,False,,deepseek-v3
1002,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains intentional omission of group check for cross-group calls.,no_change,evaluation,False,,deepseek-v3
1003,True,Task,0.95,Task,0.95,Not a smell,0.05,TODO comment identifying a bug and suggesting a future improvement.,remove,repair,False,,deepseek-v3
1004,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without adding context.,remove,repair,False,,deepseek-v3
1005,True,Misleading,0.95,Misleading,0.95,Obvious,0.05,"Comment says remove test.json but code deletes config.yml, causing confusion.",rewrite,repair,False,,deepseek-v3
1006,True,Vague,0.85,Vague,0.85,Obvious,0.1,Generic description lacks specifics; reader must guess what 'invalid' means.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
1007,True,Obvious,0.95,Obvious,0.95,Vague,0.05,Merely restates code action with no added rationale.,remove,repair,False,,deepseek-v3
1008,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,States obvious action; restates code without added meaning.,remove,repair,False,,deepseek-v3
1009,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Provides purpose: testing invalid config loader scenario.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1010,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Clarifies map purpose: local cache of service URLs keyed by name.,no_change,evaluation,False,,deepseek-v3
1011,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose to avoid duplicate subscriptions.,no_change,evaluation,False,,deepseek-v3
1012,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose and constraint of data structure.,no_change,evaluation,False,,deepseek-v3
1013,True,Task,0.95,Task,0.95,Not a smell,0.05,TODO comment indicating planned enhancement for clientUrl support.,remove,repair,False,,deepseek-v3
1014,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds intent: explains why subscription is done only once.,no_change,evaluation,False,,deepseek-v3
1015,True,Obvious,0.92,Obvious,0.92,Vague,0.08,Comment merely restates the variable name without adding useful information.,remove,repair,False,,deepseek-v3
1016,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for adding Host header for HTTP/1.1 server.,no_change,evaluation,False,,deepseek-v3
1017,True,Obvious,0.92,Obvious,0.92,Not a smell,0.08,Comment merely restates the obvious mocking action without adding any context.,remove,repair,False,,deepseek-v3
1018,True,Obvious,0.9,Obvious,0.9,Beautification,0.1,Restates obvious local code.,remove,repair,False,,deepseek-v3
1019,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates that time is being mocked; adds no extra context or rationale.,remove,repair,False,,deepseek-v3
1020,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains test step, enhances comprehension.",no_change,evaluation,False,,deepseek-v3
1021,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains test rescale behavior.,no_change,evaluation,False,,deepseek-v3
1022,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds context: steady regime for 120 minutes, clarifies loop purpose.",no_change,evaluation,False,,deepseek-v3
1023,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides context about test scenario change, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1024,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment explains test expectation with scenario context.,no_change,evaluation,False,,deepseek-v3
1025,False,Not a smell,0.98,Not a smell,0.98,Obvious,0.02,Explains purpose of switching to smaller value in test scenario.,no_change,evaluation,False,,deepseek-v3
1026,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.02,Explains weight distribution rationale clarifying test assertions.,no_change,evaluation,False,,deepseek-v3
1027,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains design rationale for safety.,no_change,evaluation,False,,deepseek-v3
1028,True,Commented out code,1.0,Commented out code,1.0,Irrelevant,0.0,Code is commented out; not explaining anything.,remove,repair,False,,deepseek-v3
1029,True,Commented out code,1.0,Commented out code,1.0,Irrelevant,0.0,"Actual code lines commented out, not a natural language comment.",remove,repair,False,,deepseek-v3
1030,False,Not a smell,0.92,Not a smell,0.92,Obvious,0.05,"Comment explains intent of injecting config into classpath, adding useful context.",no_change,evaluation,False,,deepseek-v3
1031,False,Not a smell,0.5,Not a smell,0.5,Vague,0.5,No comment provided; default tie-break applied.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1032,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,"Comment explains specific rationale for handling null config for user modules, not vague.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1033,True,Misleading,0.95,Misleading,0.95,Irrelevant,0.05,"Comment says start callables, code does config assertions; mismatch.",rewrite,repair,False,,deepseek-v3
1034,False,Not a smell,0.95,Not a smell,0.95,Irrelevant,0.03,Standard encoding declaration; provides necessary context.,no_change,evaluation,False,,deepseek-v3
1035,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Section header grouping warning classes.,remove,repair,False,,deepseek-v3
1036,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for early import.,no_change,evaluation,False,,deepseek-v3
1037,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides useful context for a constant definition.,no_change,evaluation,False,,deepseek-v3
1038,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains purpose of constant, adds context beyond code.",no_change,evaluation,False,,deepseek-v3
1039,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides numeric code for http status constant.,no_change,evaluation,False,,deepseek-v3
1040,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of constant.,no_change,evaluation,False,,deepseek-v3
1041,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Clearly explains intent of constant set, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1042,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.02,Explains purpose of tuple: automatically processable redirects.,no_change,evaluation,False,,deepseek-v3
1043,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for avoiding str() on bytes in Python 3.,no_change,evaluation,False,,deepseek-v3
1044,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains purpose of branching for explicit filename, adds context.",no_change,evaluation,False,,deepseek-v3
1045,True,Misleading,0.95,Misleading,0.95,Obvious,0.05,"Comment says 'dicts' but data/files are lists, conflicting with code.",rewrite,repair,False,,deepseek-v3
1046,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies attribute purpose.,no_change,evaluation,False,,deepseek-v3
1047,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clear explanatory comment for attribute.,no_change,evaluation,False,,deepseek-v3
1048,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies attribute purpose with expected type.,no_change,evaluation,False,,deepseek-v3
1049,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains attribute purpose and when it gets set by prepare_cookies method.,no_change,evaluation,False,,deepseek-v3
1050,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment explaining attribute purpose.,no_change,evaluation,False,,deepseek-v3
1051,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains hooks attribute purpose.,no_change,evaluation,False,,deepseek-v3
1052,False,Not a smell,0.98,Not a smell,0.98,Vague,0.02,Clearly explains purpose of the attribute.,no_change,evaluation,False,,deepseek-v3
1053,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains ordering dependency, enhances comprehension.",no_change,evaluation,False,,deepseek-v3
1054,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment explaining ordering dependency.,no_change,evaluation,False,,deepseek-v3
1055,False,Not a smell,0.8075,Not a smell,0.95,Nonlocal info,0.05,"Comment explains local intent for handling bytes/str, referencing an issue for rationale, not dependence on external config.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1056,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the following code action without added rationale.,remove,repair,False,,deepseek-v3
1057,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for skipping non-HTTP URLs.,no_change,evaluation,False,,deepseek-v3
1058,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Concise comment adds purpose about unicode handling, not just restating code.",no_change,evaluation,False,,deepseek-v3
1059,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides rationale for IDNA encoding and wildcard check, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
1060,False,Not a smell,0.6375,Not a smell,0.85,Vague,0.15,"Comment provides cautionary intent not obvious from code alone, useful for developers.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1061,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for default path assignment.,no_change,evaluation,False,,deepseek-v3
1062,True,Obvious,0.6375,Obvious,0.85,Not a smell,0.15,Comment purely restates local code action; no why/intent/constraint/risk added.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1063,False,Not a smell,0.6,Not a smell,0.8,Vague,0.2,Comment explains intent of stream check; ordering not severely misleading.,no_change,evaluation,True,low_confidence,deepseek-v3
1064,True,Irrelevant,0.95,Irrelevant,0.95,Not a smell,0.05,Personal remark not related to code.,remove,repair,False,,deepseek-v3
1065,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains version-specific behavior, aids comprehension.",no_change,evaluation,False,,deepseek-v3
1066,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for recording file position.,no_change,evaluation,False,,deepseek-v3
1067,False,Not a smell,0.95,Not a smell,0.95,Irrelevant,0.03,Explains purpose of using object() to differentiate from None.,no_change,evaluation,False,,deepseek-v3
1068,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment clarifies purpose of else block for multi-part uploads.,no_change,evaluation,False,,deepseek-v3
1069,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of conditional.,no_change,evaluation,False,,deepseek-v3
1070,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains fallback to chunked encoding when length missing.,no_change,evaluation,False,,deepseek-v3
1071,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for setting header; not obvious or misleading.,no_change,evaluation,False,,deepseek-v3
1072,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides local rationale for conditional to extract auth from URL first.,no_change,evaluation,False,,deepseek-v3
1073,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates the visible conditional action without adding rationale.,remove,repair,False,,deepseek-v3
1074,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Merely restates the visible local action; no added intent or rationale.,remove,repair,False,,deepseek-v3
1075,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the update of self with auth changes.,remove,repair,False,,deepseek-v3
1076,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates method call with no added intent or rationale.,remove,repair,False,,deepseek-v3
1077,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains why None handling is needed, adds valuable rationale for defensive coding.",no_change,evaluation,False,,deepseek-v3
1078,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful documentation comment.,no_change,evaluation,False,,deepseek-v3
1079,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains attribute purpose and usage example, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
1080,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Provides clear purpose and usage condition for raw attribute.,no_change,evaluation,False,,deepseek-v3
1081,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides clear attribute description.,no_change,evaluation,False,,deepseek-v3
1082,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful doc comment explaining encoding usage.,no_change,evaluation,False,,deepseek-v3
1083,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the attribute's content and ordering; adds useful context.,no_change,evaluation,False,,deepseek-v3
1084,False,Not a smell,0.98,Not a smell,0.98,Obvious,0.02,"Describes attribute purpose and gives examples, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1085,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment clarifying CookieJar attribute.,no_change,evaluation,False,,deepseek-v3
1086,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,"Clarifies precise semantics of elapsed attribute, enhancing comprehension.",no_change,evaluation,False,,deepseek-v3
1087,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides clear documentation for attribute.,no_change,evaluation,False,,deepseek-v3
1088,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment explains why content is accessed.,no_change,evaluation,False,,deepseek-v3
1089,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,"Comment explains why raw is set to None after unpickling, providing specific rationale.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1090,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for urllib3-specific handling.,no_change,evaluation,False,,deepseek-v3
1091,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains code path for standard objects.,no_change,evaluation,False,,deepseek-v3
1092,False,Not a smell,0.7,Not a smell,0.7,Obvious,0.3,"Comment adds context about simulation, not just restating local code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1093,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates the action of reading code without added context.,remove,repair,False,,deepseek-v3
1094,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for not releasing connection, provides useful context.",no_change,evaluation,False,,deepseek-v3
1095,True,Misleading,0.95,Misleading,0.95,Vague,0.05,Comment implies charset extraction from content-type but code only uses existing encoding attribute.,rewrite,repair,False,,deepseek-v3
1096,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds rationale for fallback to auto-detected encoding, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1097,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the decoding action without additional context or rationale.,remove,repair,False,,deepseek-v3
1098,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains exception handling rationale.,no_change,evaluation,False,,deepseek-v3
1099,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains encoding detection logic and fallback.,no_change,evaluation,False,,deepseek-v3
1100,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.03,"Explains why UnicodeDecodeError occurs and RFC context, aiding understanding.",no_change,evaluation,False,,deepseek-v3
1101,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains error handling and aliasing, adds context.",no_change,evaluation,False,,deepseek-v3
1102,False,Not a smell,0.8,Not a smell,0.8,Obvious,0.2,"Comment provides specific context: in Python 2, e is a ValueError, clarifying an edge case.",no_change,evaluation,True,low_confidence;not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
1103,True,Commented out code,0.98,Commented out code,0.98,Irrelevant,0.02,Commented-out code left from previous implementation.,remove,repair,False,,deepseek-v3
1104,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains decoding rationale and references PR.,no_change,evaluation,False,,deepseek-v3
1105,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for backwards compatibility and future removal.,no_change,evaluation,False,,deepseek-v3
1106,True,Beautification,0.95,Beautification,0.95,Not a smell,0.05,Visual separator marking end of removal section.,remove,repair,False,,deepseek-v3
1107,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds purpose for using threading.local storage.,no_change,evaluation,False,,deepseek-v3
1108,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Only restates code action without adding rationale or context.,remove,repair,False,,deepseek-v3
1109,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains specific assumption about top-level imports for lambdas.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1110,True,Task,0.95,Task,0.95,Not a smell,0.05,"Indicates unimplemented functionality, a future task.",remove,repair,False,,deepseek-v3
1111,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides RFC reference and rationale for non-empty path.,no_change,evaluation,False,,deepseek-v3
1112,True,Task,0.95,Task,0.95,Vague,0.03,XXX indicates pending task to handle auth-int case.,remove,repair,False,,deepseek-v3
1113,True,Task,0.85,Task,0.85,Not a smell,0.15,XXX comment flags a potential encoding concern; functions as a task/note for future action.,remove,repair,False,,deepseek-v3
1114,False,Not a smell,0.8075,Not a smell,0.95,Nonlocal info,0.05,"Explains local intent (do not auth) and references external issue for context, but meaning is locally understandable.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1115,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of seek operation for resending request.,no_change,evaluation,False,,deepseek-v3
1116,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for consuming content and closing connection.,no_change,evaluation,False,,deepseek-v3
1117,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,"Adds 'if needed' clarifying that initialization is conditional, not pure restatement.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1118,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds rationale for condition: skip 401 if nonce exists.,no_change,evaluation,False,,deepseek-v3
1119,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Explains edge case rationale for setting pos to None.,no_change,evaluation,False,,deepseek-v3
1120,True,Beautification,0.95,Beautification,0.95,Irrelevant,0.04,"ASCII art banner used as visual separator, no semantic content.",remove,repair,False,,deepseek-v3
1121,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context and reason for trailing slash addition.,no_change,evaluation,False,,deepseek-v3
1122,False,Not a smell,0.98,Not a smell,0.98,Vague,0.02,"Comment clarifies intentional omission of subjectAltName in certificate, providing specific rationale.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1123,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies purpose of setting event.,no_change,evaluation,False,,deepseek-v3
1124,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Clearly identifies expected failure condition for the (n+1)th request.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
