sample_id,is_smelly,label,confidence,top1_label,top1_score,top2_label,top2_score,reason_short,action_hint,route_to,second_check_used,review_reason,model_source
1039,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Provides numeric equivalent for HTTP status constant.,no_change,evaluation,False,,deepseek-v3
1040,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Comment merely restates the numeric value of the constant, which is obvious from code context.",remove,repair,False,,deepseek-v3
1041,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Adds numeric HTTP code for constant, not redundant.",no_change,evaluation,False,,deepseek-v3
1042,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates numeric code already indicated by constant name.,remove,repair,False,,deepseek-v3
1043,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains Python 3 specific behavior.,no_change,evaluation,False,,deepseek-v3
1044,False,Not a smell,0.6375,Not a smell,0.85,Vague,0.15,Comment clearly identifies the intent: supporting explicit filenames; provides specific local purpose.,no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1045,True,Misleading,0.85,Misleading,0.85,Vague,0.1,Comment says 'dict params' but data and files are lists.,rewrite,repair,True,low_confidence,deepseek-v3
1046,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful docstring comment explaining attribute.,no_change,evaluation,False,,deepseek-v3
1047,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Comment clearly states purpose of URL attribute; not vague.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1048,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Documents attribute purpose: a dict for HTTP headers.,no_change,evaluation,False,,deepseek-v3
1049,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.02,Explains purpose and timing of attribute after method call.,no_change,evaluation,False,,deepseek-v3
1050,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Docstring restates variable name without adding new insight.,remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1051,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains attribute's purpose and internal usage.,no_change,evaluation,False,,deepseek-v3
1052,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Describes attribute type and purpose concisely.,no_change,evaluation,False,,deepseek-v3
1053,False,Not a smell,0.97,Not a smell,0.97,Vague,0.03,"Explains ordering rationale for authentication, aids comprehension.",no_change,evaluation,False,,deepseek-v3
1054,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.02,Explains required order of function calls for hook safety,no_change,evaluation,False,,deepseek-v3
1055,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,"Provides rationale for conditional str/unicode call, explains Python 3 compatibility issue.",no_change,evaluation,False,,deepseek-v3
1056,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates visible code action without additional context.,remove,repair,False,,deepseek-v3
1057,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains why skip URL prep for non-HTTP: avoid url_parse exceptions.,no_change,evaluation,False,,deepseek-v3
1058,True,Vague,0.85,Vague,0.85,Not a smell,0.15,Comment is a broad header without specific detail about the actual code's intent or rationale.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1059,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for IDNA encoding and wildcard check.,no_change,evaluation,False,,deepseek-v3
1060,False,Not a smell,0.675,Not a smell,0.675,Obvious,0.325,"Comment states purpose and adds emphasis on carefulness, providing useful context beyond code action.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1061,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains handling of bare domains.,no_change,evaluation,False,,deepseek-v3
1062,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates function behavior without adding new info.,remove,repair,False,,deepseek-v3
1063,True,Misleading,0.6,Misleading,0.8,Vague,0.2,"Comment describes a check not present in code, misleading about normal process.",rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
1064,True,Irrelevant,0.95,Irrelevant,0.95,Vague,0.05,"Song lyric, unrelated to code, no explanatory value.",remove,repair,False,,deepseek-v3
1065,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains version-specific behavior.,no_change,evaluation,False,,deepseek-v3
1066,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains intent behind recording file position, aids understanding.",no_change,evaluation,False,,deepseek-v3
1067,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Useful comment explaining sentinel value design decision.,no_change,evaluation,False,,deepseek-v3
1068,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides clear context for file upload handling.,no_change,evaluation,False,,deepseek-v3
1069,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the condition and action of the code without adding insight.,remove,repair,False,,deepseek-v3
1070,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains fallback to chunked encoding, adds context.",no_change,evaluation,False,,deepseek-v3
1071,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for setting Content-Length to 0.,no_change,evaluation,False,,deepseek-v3
1072,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains conditional logic clearly.,no_change,evaluation,False,,deepseek-v3
1073,False,Not a smell,0.675,Not a smell,0.9,Obvious,0.1,"Comment provides intent (special-case) for basic HTTP auth, adding useful rationale beyond local code restatement.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1074,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides intent for auth call, not redundant.",no_change,evaluation,False,,deepseek-v3
1075,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Comment explains rationale for update, not overly verbose or misleading.",no_change,evaluation,False,,deepseek-v3
1076,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates the method call without adding intent or context.,remove,repair,False,,deepseek-v3
1077,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,"Provides rationale for handling None hooks, preventing error.",no_change,evaluation,False,,deepseek-v3
1078,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Provides clear definition and examples of attribute meaning.,no_change,evaluation,False,,deepseek-v3
1079,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains attribute purpose with concrete example.,no_change,evaluation,False,,deepseek-v3
1080,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,"Explains purpose and usage conditions for 'raw' attribute, providing useful context.",no_change,evaluation,False,,deepseek-v3
1081,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the purpose of the attribute clearly.,no_change,evaluation,False,,deepseek-v3
1082,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the purpose of the variable.,no_change,evaluation,False,,deepseek-v3
1083,False,Not a smell,0.98,Not a smell,0.98,Obvious,0.02,Describes purpose and content of history attribute.,no_change,evaluation,False,,deepseek-v3
1084,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment explaining attribute.,no_change,evaluation,False,,deepseek-v3
1085,True,Misleading,0.9,Misleading,0.9,Not a smell,0.05,Comment claims cookies from server but code initializes empty Cookiejar.,rewrite,repair,False,,deepseek-v3
1086,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful explanation of elapsed time property.,no_change,evaluation,False,,deepseek-v3
1087,False,Not a smell,0.98,Not a smell,0.98,Nonlocal info,0.02,Describes attribute purpose with type reference; enhances comprehension.,no_change,evaluation,False,,deepseek-v3
1088,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Provides rationale for accessing attribute to ensure content is consumed.,no_change,evaluation,False,,deepseek-v3
1089,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why raw is set to None for pickled objects; adds rationale.,no_change,evaluation,False,,deepseek-v3
1090,False,Not a smell,0.8075,Not a smell,0.95,Nonlocal info,0.05,Explanation provides local intent for special handling of urllib3 library.,no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal;not_smell_vs_vague_risk,deepseek-v3
1091,True,Vague,0.7,Vague,0.7,Obvious,0.3,Labels the pattern without explaining purpose or effect.,rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1092,True,Misleading,0.8,Misleading,0.8,Vague,0.15,Comment says 'simulate' but code actually reads chunks; conflicts with semantics.,rewrite,repair,True,low_confidence,deepseek-v3
1093,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the visible code action without adding new information.,remove,repair,False,,deepseek-v3
1094,True,Nonlocal info,0.4462,Nonlocal info,0.7,Not a smell,0.3,"Comment explains that connection release is unnecessary because urllib3 handles it, referencing external module behavior.",move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1095,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Comment only restates the local code action without adding any intent, rationale, or risk.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1096,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains fallback purpose; adds context without restating code.,no_change,evaluation,False,,deepseek-v3
1097,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates obvious decoding action without added rationale.,remove,repair,False,,deepseek-v3
1098,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Explains exception semantics and reason for fallback.,no_change,evaluation,False,,deepseek-v3
1099,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains encoding detection and fallback strategy.,no_change,evaluation,False,,deepseek-v3
1100,False,Not a smell,0.92,Not a smell,0.92,Too much info,0.08,"Explains cause of error and RFC violation, adds context.",no_change,evaluation,False,,deepseek-v3
1101,False,Not a smell,0.765,Not a smell,0.765,Obvious,0.235,"Comment explains local intent for exception aliasing with external modules (json/simplejson), providing useful specific context; not purely dependent on external agreement.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1102,False,Not a smell,0.95,Not a smell,0.95,Vague,0.03,"The comment explicitly states that e is a ValueError in the Python 2 branch, which is a specific local constraint.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1103,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment exactly restates code without added meaning.,remove,repair,False,,deepseek-v3
1104,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides context for encoding fallback logic, enhances comprehension.",no_change,evaluation,False,,deepseek-v3
1105,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Explains backward compatibility rationale and deprecation plan.,no_change,evaluation,False,,deepseek-v3
1106,True,Beautification,0.9,Beautification,0.9,Not a smell,0.1,Section marker for code removal block.,remove,repair,False,,deepseek-v3
1107,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of using thread-local storage.,no_change,evaluation,False,,deepseek-v3
1108,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates code action without added rationale.,remove,repair,False,,deepseek-v3
1109,False,Not a smell,0.9,Not a smell,0.9,Nonlocal info,0.05,"Provides rationale about assumptions on digest module imports, aiding comprehension.",no_change,evaluation,False,,deepseek-v3
1110,True,Task,0.95,Task,0.95,Vague,0.05,XXX indicates incomplete implementation; classic task smell.,remove,repair,False,,deepseek-v3
1111,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,Provides RFC context and intent for path assignment.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1112,True,Task,0.95,Task,0.95,Vague,0.05,XXX marker indicates incomplete implementation; a task to handle auth-int.,remove,repair,False,,deepseek-v3
1113,True,Task,0.9,Task,0.9,Not a smell,0.1,Question about encoding partial digests implies future task.,remove,repair,False,,deepseek-v3
1114,False,Not a smell,0.8075,Not a smell,0.95,Nonlocal info,0.05,"Comment adds rationale for skipping auth and references external issue; meaning is local intent, not external dependency.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1115,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains intent to resend request, adds useful context.",no_change,evaluation,False,,deepseek-v3
1116,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Provides clear rationale for consuming content and releasing connection for reuse.,no_change,evaluation,False,,deepseek-v3
1117,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates method name; no added insight.,remove,repair,False,,deepseek-v3
1118,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why conditionally skip 401.,no_change,evaluation,False,,deepseek-v3
1119,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains non-obvious edge case for HTTPDigestAuth reuse.,no_change,evaluation,False,,deepseek-v3
1120,True,Beautification,0.95,Beautification,0.95,Irrelevant,0.05,ASCII art decoration with no semantic content.,remove,repair,False,,deepseek-v3
1121,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,Explains rationale for trailing slash with issue reference,no_change,evaluation,False,,deepseek-v3
1122,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Provides specific detail about certificate fields, clarifying a constraint not obvious from code.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1123,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Adds purpose of set() call: releasing server block.,no_change,evaluation,False,,deepseek-v3
1124,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment clarifies expected test failure after n successes.,no_change,evaluation,False,,deepseek-v3
1125,True,Nonlocal info,0.675,Nonlocal info,0.675,Not a smell,0.325,Comment references external module pytest-xdist; meaning depends on its behavior.,move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1126,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context on test failure implication.,no_change,evaluation,False,,deepseek-v3
1127,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains design rationale clearly.,no_change,evaluation,False,,deepseek-v3
1128,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the obvious comparison action.,remove,repair,False,,deepseek-v3
1129,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment restates obvious purpose of copy method without adding new info.,remove,repair,False,,deepseek-v3
1130,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for default None behavior.,no_change,evaluation,False,,deepseek-v3
1131,False,Not a smell,0.95,Not a smell,0.95,Nonlocal info,0.05,"Explains import purpose for backward compatibility, not a smell.",no_change,evaluation,False,,deepseek-v3
1132,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why preferred clock is chosen based on accuracy.,no_change,evaluation,False,,deepseek-v3
1133,True,Vague,0.525,Vague,0.7,Not a smell,0.3,"Comment is an abbreviated fragment that only names a version, lacking explicit rationale or reference to the specific code action.",rewrite,repair,True,not_smell_vs_vague_risk,deepseek-v3
1134,True,Vague,0.4875,Vague,0.65,Not a smell,0.35,Comment is fragmentary and does not clearly specify the exact Python version range; it is too generic.,rewrite,repair,True,low_confidence;not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
1135,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains condition concisely with example.,no_change,evaluation,False,,deepseek-v3
1136,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why extracting keys first avoids runtime error during iteration.,no_change,evaluation,False,,deepseek-v3
1137,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains redirect processing behavior and optimization hint.,no_change,evaluation,False,,deepseek-v3
1138,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for encoding step.,no_change,evaluation,False,,deepseek-v3
1139,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains special case with rationale.,no_change,evaluation,False,,deepseek-v3
1140,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Short but provides purpose for default port handling, not merely restating code.",no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1141,False,Not a smell,0.9,Not a smell,0.9,Vague,0.1,"Comment clarifies the standard case logic, providing specific intent for the final return condition.",no_change,evaluation,True,not_smell_vs_vague_risk;borderline_label_low_confidence,deepseek-v3
1142,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates variable purpose without adding new info.,remove,repair,False,,deepseek-v3
1143,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of history tracking and why resp.history excludes original request.,no_change,evaluation,False,,deepseek-v3
1144,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Explains why accessing resp.content: to consume socket for release.,no_change,evaluation,False,,deepseek-v3
1145,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides intent for closing response connection.,no_change,evaluation,False,,deepseek-v3
1146,False,Not a smell,0.8075,Not a smell,0.8075,Obvious,0.1925,Provides useful context with RFC reference for handling scheme-less redirects.,no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1147,False,Not a smell,0.8075,Not a smell,0.95,Nonlocal info,0.05,"Explains local intent with RFC reference, not dependent on external config/service.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1148,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.03,Explains support for relative location headers per RFC 7231 and 3986.,no_change,evaluation,False,,deepseek-v3
1149,True,Nonlocal info,0.95,Nonlocal info,0.95,Not a smell,0.05,"Comment is a GitHub issue URL, not local code explanation.",move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1150,True,Nonlocal info,0.7125,Nonlocal info,0.7125,Not a smell,0.2875,External issue link without explanatory text; meaning relies on external context.,move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1151,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides rationale for using old request.,no_change,evaluation,False,,deepseek-v3
1152,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Merely restates nearby method calls without added rationale.,remove,repair,False,,deepseek-v3
1153,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale and effect of setting _body_position to object(). Enhances comprehension.,no_change,evaluation,False,,deepseek-v3
1154,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Purely restates local code action (rewind_body call) without adding any rationale, intent, constraint, or risk.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1155,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the obvious assignment of prepared_request to req.,remove,repair,False,,deepseek-v3
1156,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains purpose of get_redirect_target call.,no_change,evaluation,False,,deepseek-v3
1157,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment explains security rationale for stripping auth on redirect.,no_change,evaluation,False,,deepseek-v3
1158,False,Not a smell,0.765,Not a smell,0.765,Obvious,0.235,"Explains why .netrc auth is attempted after stripping, providing local intent.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1159,True,Nonlocal info,0.9,Nonlocal info,0.9,Not a smell,0.1,"URL referencing external RFC, not explaining local code.",move,repair,True,not_smell_vs_nonlocal,deepseek-v3
1160,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains deviation from standard for clarity.,no_change,evaluation,False,,deepseek-v3
1161,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains non-standard behavior and references issue for context.,no_change,evaluation,False,,deepseek-v3
1162,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,Adds specific purpose and context about headers usage in sessions.,no_change,evaluation,False,,deepseek-v3
1163,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains default authentication attribute for requests.,no_change,evaluation,False,,deepseek-v3
1164,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment explaining attribute with example.,no_change,evaluation,False,,deepseek-v3
1165,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the variable's purpose without adding new insight.,remove,repair,False,,deepseek-v3
1166,False,Not a smell,0.95,Not a smell,0.95,Too much info,0.05,"Clarifies purpose and behavior of params attribute, adding value beyond code.",no_change,evaluation,False,,deepseek-v3
1167,False,Not a smell,0.9,Not a smell,0.9,Obvious,0.1,Concise description of attribute purpose.,no_change,evaluation,False,,deepseek-v3
1168,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful explanation of SSL default and its security implications.,no_change,evaluation,False,,deepseek-v3
1169,False,Not a smell,0.95,Not a smell,0.95,Vague,0.05,"Comment clearly specifies default types and behavior for self.cert attribute, providing specific context and constraints.",no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1170,False,Not a smell,0.8075,Not a smell,0.8075,Obvious,0.1925,"Comment provides useful local context about max_redirects purpose, exception, and default value; references external constant but aids comprehension.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1171,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains attribute purpose, enhances comprehension.",no_change,evaluation,False,,deepseek-v3
1172,False,Not a smell,0.8075,Not a smell,0.95,Nonlocal info,0.05,Documents local attribute purpose and type; references external types but explains local usage.,no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1173,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates attribute purpose without adding rationale or constraint.,remove,repair,False,,deepseek-v3
1174,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,"Comment is a pure restatement of the local code action (bootstrapping CookieJar) without adding rationale, intent, or risk.",remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1175,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Helpful comment explaining merge purpose.,no_change,evaluation,False,,deepseek-v3
1176,False,Not a smell,0.7125,Not a smell,0.7125,Obvious,0.2875,Explains purpose of conditional block using environment authentication context.,no_change,evaluation,True,borderline_label_low_confidence,deepseek-v3
1177,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Simply restates the obvious constructor call.,remove,repair,False,,deepseek-v3
1178,True,Vague,0.54,Vague,0.54,Not a smell,0.46,"Comment is a generic restatement of the code without specific intent, rationale, or context.",rewrite,repair,True,small_top2_margin,deepseek-v3
1179,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides useful context about default settings purpose.,no_change,evaluation,False,,deepseek-v3
1180,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains user error case and protective guard.,no_change,evaluation,False,,deepseek-v3
1181,False,Not a smell,0.6,Not a smell,0.6,Vague,0.4,No specific comment provided; defaulting to 'Not a smell' per global tie-break policy favoring non-smell labels when context is missing.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
1182,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates the code action without added context.,remove,repair,False,,deepseek-v3
1183,True,Obvious,0.95,Obvious,0.95,Not a smell,0.03,Restates assignment without added context.,remove,repair,False,,deepseek-v3
1184,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Merely restates visible code action without adding intent or context.,remove,repair,False,,deepseek-v3
1185,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates local code action without added rationale.,remove,repair,False,,deepseek-v3
1186,False,Not a smell,0.6375,Not a smell,0.85,Obvious,0.15,"Comment provides intent/high-level context for code, not merely restating.",no_change,evaluation,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1187,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Comment merely restates the code action without added context.,remove,repair,False,,deepseek-v3
1188,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for including cookies from redirect history due to hooks.,no_change,evaluation,False,,deepseek-v3
1189,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the condition without added intent or context.,remove,repair,False,,deepseek-v3
1190,True,Obvious,0.85,Obvious,0.85,Vague,0.15,Comment merely restates the visible code action without adding new insight.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1191,True,Obvious,0.4875,Obvious,0.65,Vague,0.35,Comment restates obvious code action in a generic way.,remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1192,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,"Comment merely restates what the code does, no added intent.",remove,repair,False,,deepseek-v3
1193,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Restates the local code action with no added context.,remove,repair,False,,deepseek-v3
1194,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains conditional logic for storing response for next().,no_change,evaluation,False,,deepseek-v3
1195,True,Vague,0.85,Vague,0.85,Not a smell,0.1,Comment uses vague term 'clues' and does not specify what or why; too generic.,rewrite,repair,True,borderline_label_low_confidence,deepseek-v3
1196,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,Comment merely restates visible code action without adding rationale or intent.,remove,repair,False,,deepseek-v3
1197,True,Nonlocal info,0.5419,Nonlocal info,0.5419,Not a smell,0.4581,"Comment explains reliance on external environment config (REQUESTS_CA_BUNDLE, CURL_CA_BUNDLE) and compatibility with cURL, indicating nonlocal dependencies.",move,repair,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1198,True,Obvious,0.85,Obvious,0.85,Vague,0.15,Restates visible merging action without adding intent or rationale.,remove,repair,True,borderline_label_low_confidence,deepseek-v3
1199,True,Obvious,0.8,Obvious,0.8,Not a smell,0.2,"Comment restates the obvious condition of no matching adapter, without providing additional rationale or intent.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1200,True,Vague,0.7,Vague,0.7,Not a smell,0.3,"Abbreviated comment 'Complete Guess' lacks explanation of what is guessed and why, making it vague.",rewrite,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1201,True,Task,0.9,Task,0.9,Vague,0.1,TODO comment indicating a task.,remove,repair,False,,deepseek-v3
1202,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Comment clarifies conditional logic.,no_change,evaluation,False,,deepseek-v3
1203,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains rationale for reconstructing URL when Host header is set.,no_change,evaluation,False,,deepseek-v3
1204,True,Obvious,0.675,Obvious,0.9,Not a smell,0.1,"Comment purely restates the visible code action: reconstructing the URL, without adding why, intent, constraint, or risk.",remove,repair,True,borderline_label_low_confidence,deepseek-v3
1205,False,Not a smell,0.8075,Not a smell,0.8075,Obvious,0.1925,"Explains field type from external module, but useful local context.",no_change,evaluation,True,signal_conflict;not_smell_vs_nonlocal,deepseek-v3
1206,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains extraction of headers into mock.,no_change,evaluation,False,,deepseek-v3
1207,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Provides context for None handling,no_change,evaluation,False,,deepseek-v3
1208,True,Obvious,0.95,Obvious,0.95,Not a smell,0.05,"Only restates the obvious result; no added purpose, rationale, or risk.",remove,repair,False,,deepseek-v3
1209,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,"Explains rationale for duplicate cookie check, adding clarity",no_change,evaluation,False,,deepseek-v3
1210,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Clarifies that assignment only matters if no cookie conflict.,no_change,evaluation,False,,deepseek-v3
1211,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why lock is removed for pickling.,no_change,evaluation,False,,deepseek-v3
1212,True,Obvious,0.9,Obvious,0.9,Not a smell,0.1,Restates condition without adding rationale.,remove,repair,True,low_confidence;borderline_label_low_confidence,deepseek-v3
1213,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains why code takes the else branch.,no_change,evaluation,False,,deepseek-v3
1214,True,Beautification,0.95,Beautification,0.95,Irrelevant,0.04,Visual separator with no semantic content.,remove,repair,False,,deepseek-v3
1215,False,Not a smell,0.95,Not a smell,0.95,Obvious,0.05,Explains the intent of the assertion: to detect a git install.,no_change,evaluation,True,not_smell_vs_vague_risk,deepseek-v3
