sample_id,predicted_label,detection_confidence,repair_action,original_comment,repaired_comment,repair_status,reason_short,route_to,model_source
1004,Obvious,0.95,Remove,create a new map.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1005,Misleading,0.95,Rewrite,Remove the test.json from home directory,Delete the config.yml file from home directory,repaired,"Comment mismatch: code deletes config.yml, not test.json.",evaluation,deepseek-v3
1006,Not a smell,0.9,No Change,Write invalid config loader,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1007,Obvious,0.92,Remove,Construct config instance,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1008,Not a smell,0.85,No Change,Write a config.yml,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1009,Not a smell,0.95,No Change,Write a config.yml with invalid config loader,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1010,Not a smell,0.95,No Change,"service local cache. key: serviceName, value: <service url list>",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1011,Not a smell,0.95,No Change,"keep all the subscribe urls, so that it won't double subscribe.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1012,Not a smell,0.95,No Change,"record lookup service thread, ensure each serviceName start only one thread, <serviceName, lastConsulIndexId>",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1013,Task,0.95,Remove,"TODO: 2016/6/17 clientUrl support multiple listener record subscribers service callback listeners, listener was called when corresponding service changes",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1014,Not a smell,0.95,No Change,you only need to subscribe once.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1015,Not a smell,0.45,No Change,KVValue,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1016,Not a smell,0.92,No Change,add host header for HTTP/1.1 server when HTTP is used.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1017,Not a smell,0.95,No Change,mock handler,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1018,Obvious,0.525,Rewrite,mock exchange,Set up mock exchange with request headers,repaired,Original comment was obvious; rewritten to indicate the setup of request headers.,evaluation,deepseek-v3
1019,Obvious,0.9,Remove,mock time,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1020,Not a smell,0.95,No Change,add 1000 values at a rate of 10 values/second,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1021,Not a smell,0.95,No Change,wait for 15 hours and add another value. this should trigger a rescale. Note that the number of samples will be reduced to 2 because of the very small scaling factor that will make all existing priorities equal to zero after rescale.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1022,Not a smell,0.95,No Change,mode 1: steady regime for 120 minutes,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1023,Not a smell,0.95,No Change,"switching to mode 2: 10 minutes more with the same rate, but larger value",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1024,Nonlocal info,0.6375,Move,expect that quantiles should be more about mode 2 after 10 minutes,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1025,Not a smell,0.95,No Change,"switching to mode 2: 10 minutes more with the same rate, but smaller value",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1026,Not a smell,0.95,No Change,"the first added 40 items (177) have weights 1 the next added 10 items (9999) have weights ~6 so, it's 40 vs 60 distribution, not 40 vs 10",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1027,Not a smell,0.95,No Change,make sure that get method return an object to prevent accidentally modifications.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1028,Commented out code,1.0,Remove,"Float f1 = url.getFloatParameter(""key4"", 0.0f); Assert.assertEquals(Float.valueOf(3.14f), f1);",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1029,Commented out code,0.95,Remove,"Float f2 = url.getFloatParameter(""key9"", 0.01f); Assert.assertEquals(Float.valueOf(0.01f), f2);",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1030,Not a smell,0.525,No Change,inject in memory constructed info.json to homeDir as classpath,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1031,Not a smell,0.95,No Change,use module name as key for the config map will make api-certification parses this object easily.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1032,Not a smell,0.95,No Change,we don't have any module without config but we cannot guarantee user created modules,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1033,Misleading,0.9,Rewrite,Start two callables - one to run on thread and one to be added to queue,Submit two callables to the executor,repaired,Original comment suggested a difference between the two callables that does not exist in code.,evaluation,deepseek-v3
1034,Not a smell,0.95,No Change,-*- coding: utf-8 -*-,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1035,Vague,0.75,Rewrite,Warnings,Display warning messages,repaired,The original comment 'Warnings' is vague; added context 'Display warning messages'.,evaluation,deepseek-v3
1036,Not a smell,0.95,No Change,"Import encoding now, to avoid implicit import later.  Implicit import within threads may cause LookupError when standard library is in a ZIP,  such as in Embedded Python. See https://github.com/psf/requests/issues/3578.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1037,Not a smell,0.95,No Change,: The set of HTTP status codes that indicate an automatically : processable redirect.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1038,Not a smell,0.95,No Change,301,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1039,Not a smell,0.9,No Change,302,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1040,Obvious,0.9,Remove,303,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1041,Not a smell,0.95,No Change,307,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1042,Obvious,0.95,Remove,308,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1043,Not a smell,0.95,No Change,Don't call str() on bytestrings: in Py3 it all goes wrong.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1044,Not a smell,0.6375,No Change,support for explicit filename,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1045,Misleading,0.85,Rewrite,Default empty dicts for dict params.,Default empty lists/dicts for parameters.,repaired,Comment incorrectly stated 'empty dicts' but data and files default to empty lists.,evaluation,deepseek-v3
1046,Not a smell,0.95,No Change,: HTTP verb to send to the server.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1047,Not a smell,0.95,No Change,: HTTP URL to send the request to.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1048,Not a smell,0.95,No Change,: dictionary of HTTP headers.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1049,Not a smell,0.95,No Change,The `CookieJar` used to create the Cookie header will be stored here  after prepare_cookies is called,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1050,Obvious,0.9,Rewrite,: request body to send to the server.,: request body to send to the server.,fallback_original,"Comment was obvious and merely restated the variable name, so it was removed.",evaluation,deepseek-v3
1051,Not a smell,0.95,No Change,": dictionary of callback hooks, for internal usage.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1052,Not a smell,0.95,No Change,: integer denoting starting position of a readable file-like body.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1053,Not a smell,0.97,No Change,Note that prepare_auth must be last to enable authentication schemes  such as OAuth to work on a fully prepared request.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1054,Not a smell,0.95,No Change,This MUST go after prepare_auth. Authenticators could add a hook,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1055,Not a smell,0.95,No Change,: Accept objects that have string representations. : We're unable to blindly call unicode/str functions : as this will include the bytestring indicator (b'') : on python 3.x. : https://github.com/psf/requests/pull/2238,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1056,Obvious,0.95,Remove,Remove leading whitespaces from url,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1057,Not a smell,0.95,No Change,"Don't do any URL preparation for non-HTTP schemes like `mailto`,  `data` etc to work around exceptions from `url_parse`, which  handles RFC 3986 only.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1058,Vague,0.85,Rewrite,Support for unicode domain names and paths.,Parse URL and handle missing scheme or host errors.,repaired,Original comment was vague; the code involves URL parsing and error handling for missing scheme/host.,evaluation,deepseek-v3
1059,Not a smell,0.95,No Change,"In general, we want to try IDNA encoding the hostname if the string contains  non-ASCII characters. This allows users to automatically get the correct IDNA  behaviour. For strings containing only ASCII characters, we need to also verify  it doesn't start with a wildcard (*), before allowing the unencoded hostname.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1060,Not a smell,0.675,No Change,Carefully reconstruct the network location,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1061,Not a smell,0.95,No Change,Bare domains aren't valid URLs.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1062,Obvious,0.9,Remove,Raise exception on invalid header value.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1063,Misleading,0.6,Rewrite,"Check if file, fo, generator, iterator.  If not, run through normal process.",Initialize body and content_type to None.,repaired,The comment described a conditional check but code simply assigns None.,evaluation,deepseek-v3
1064,Irrelevant,0.95,Remove,Nottin' on you.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1065,Not a smell,0.95,No Change,"urllib3 requires a bytes-like body. Python 2's json.dumps  provides this natively, but Python 3 gives a Unicode string.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1066,Not a smell,0.95,No Change,Record the current file position before reading.  This will allow us to rewind a file in the event  of a redirect.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1067,Not a smell,0.95,No Change,"This differentiates from None, allowing us to catch  a failed `tell()` later when trying to rewind the body",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1068,Not a smell,0.95,No Change,Multi-part file uploads.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1069,Obvious,0.95,Remove,Add content-type if it wasn't explicitly provided.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1070,Not a smell,0.95,No Change,"If length exists, set it. Otherwise, we fallback  to Transfer-Encoding: chunked.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1071,Not a smell,0.95,No Change,Set Content-Length to 0 for methods that can have a body  but don't provide one. (i.e. not GET or HEAD),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1072,Not a smell,0.95,No Change,"If no Auth is explicitly provided, extract it from the URL first.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1073,Not a smell,0.675,No Change,special-case basic HTTP auth,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1074,Not a smell,0.95,No Change,Allow auth to make its changes.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1075,Not a smell,0.95,No Change,Update self to reflect the auth changes.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1076,Obvious,0.95,Remove,Recompute Content-Length,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1077,Not a smell,0.95,No Change,"hooks can be passed as None to the prepare method and to this  method. To prevent iterating over None, simply use an empty list  if hooks is False-y",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1078,Not a smell,0.95,No Change,": Integer Code of responded HTTP Status, e.g. 404 or 200.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1079,Not a smell,0.95,No Change,": Case-insensitive Dictionary of Response Headers. : For example, ``headers['content-encoding']`` will return the : value of a ``'Content-Encoding'`` response header.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1080,Not a smell,0.95,No Change,: File-like object representation of response (for advanced usage). : Use of ``raw`` requires that ``stream=True`` be set on the request. : This requirement does not apply for use internally to Requests.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1081,Not a smell,0.95,No Change,: Final URL location of Response.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1082,Not a smell,0.95,No Change,: Encoding to decode with when accessing r.text.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1083,Not a smell,0.98,No Change,: A list of :class:`Response <Response>` objects from : the history of the Request. Any redirect responses will end : up here. The list is sorted from the oldest to the most recent request.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1084,Not a smell,0.95,No Change,": Textual reason of responded HTTP Status, e.g. ""Not Found"" or ""OK"".",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1085,Misleading,0.9,Rewrite,: A CookieJar of Cookies the server sent back.,A CookieJar for storing cookies received from the server.,repaired,Comment says 'the server sent back' but jar is initialized empty.,evaluation,deepseek-v3
1086,Not a smell,0.95,No Change,: The amount of time elapsed between sending the request : and the arrival of the response (as a timedelta). : This property specifically measures the time taken between sending : the first byte of the request and finishing parsing the headers. It : is therefore unaffected by consuming the response content or the : value of the ``stream`` keyword argument.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1087,Not a smell,0.98,No Change,: The :class:`PreparedRequest <PreparedRequest>` object to which this : is a response.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1088,Not a smell,0.95,No Change,Consume everything; accessing the content attribute makes  sure the content has been fully read.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1089,Not a smell,0.95,No Change,pickled objects do not have .raw,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1090,Not a smell,0.8075,No Change,Special case for urllib3.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1091,Vague,0.7,Rewrite,Standard file-like object.,Read and yield chunks from the file-like object.,repaired,Rewrote vague comment to clearly describe the chunk-reading loop.,evaluation,deepseek-v3
1092,Misleading,0.8,Rewrite,simulate reading small chunks of the content,"Use existing slices of content if already consumed, otherwise generate chunks from stream.",repaired,"The original comment misleadingly only mentions simulating reading small chunks, but the code conditionally selects between existing content slices and generated chunks based on a consumption flag.",evaluation,deepseek-v3
1093,Obvious,0.95,Remove,Read the contents.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1094,Nonlocal info,0.4462,Move,don't need to release the connection; that's been handled by urllib3  since we exhausted the data.,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1095,Obvious,0.9,Remove,Try charset from content-type,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1096,Not a smell,0.95,No Change,Fallback to auto-detected encoding.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1097,Obvious,0.95,Remove,Decode unicode from given encoding.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1098,Not a smell,0.95,No Change,A LookupError is raised if the encoding was not found which could  indicate a misspelling or similar mistake.   A TypeError can be raised if encoding is None   So we try blindly encoding.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1099,Not a smell,0.95,No Change,"No encoding set. JSON RFC 4627 section 3 states we should expect  UTF-8, -16 or -32. Detect which one to use; If the detection or  decoding fails, fall back to `self.text` (using charset_normalizer to make  a best guess).",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1100,Not a smell,0.92,No Change,"Wrong UTF codec detected; usually because it's not UTF-8  but some other 8-bit codec.  This is an RFC violation,  and the server didn't bother to tell us what codec *was*  used.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1101,Not a smell,0.765,No Change,Catch JSON-related errors and raise as requests.JSONDecodeError  This aliases json.JSONDecodeError and simplejson.JSONDecodeError,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1102,Not a smell,0.95,No Change,e is a ValueError,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1103,Obvious,0.95,Remove,l = MultiDict(),,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1104,Not a smell,0.95,No Change,"We attempt to decode utf-8 first because some servers  choose to localize their reason strings. If the string  isn't utf-8, we fall back to iso-8859-1 for all other  encodings. (See PR #3538)",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1105,Not a smell,0.95,No Change,"""I want us to put a big-ol' comment on top of it that  says that this behaviour is dumb but we need to preserve  it because people are relying on it.""     - Lukasa   These are here solely to maintain backwards compatibility  for things like ints. This will be removed in 3.0.0.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1106,Beautification,0.9,Remove,-- End Removal --,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1107,Not a smell,0.95,No Change,Keep state in per-thread local storage,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1108,Obvious,0.95,Remove,Ensure state is initialized just once per-thread,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1109,Not a smell,0.9,No Change,lambdas assume digest modules are imported at the top level,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1110,Task,0.95,Remove,XXX not implemented yet,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1111,Not a smell,0.95,No Change,: path is request-uri defined in RFC 2616 which should not be empty,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1112,Task,0.95,Remove,XXX handle auth-int.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1113,Task,0.9,Remove,XXX should the partial digests be encoded too?,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1114,Not a smell,0.8075,No Change,"If response is not 4xx, do not auth  See https://github.com/psf/requests/issues/3772",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1115,Not a smell,0.95,No Change,Rewind the file position indicator of the body to where  it was to resend the request.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1116,Not a smell,0.95,No Change,Consume content and release the original connection  to allow our new request to reuse the same one.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1117,Obvious,0.9,Remove,"Initialize per-thread state, if needed",,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1118,Not a smell,0.95,No Change,"If we have a saved nonce, skip the 401",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1119,Not a smell,0.95,No Change,"In the case of HTTPDigestAuth being reused and the body of  the previous request was a file-like object, pos has the  file position of the previous body. Ensure it's set to  None.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1120,Beautification,0.95,Remove,.-. .-. .-. . . .-. .-. .-. .-.  |(  |-  |.| | | |-  `-.  |  `-.  ' ' `-' `-`.`-' `-' `-'  '  `-',,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1121,Not a smell,0.95,No Change,Issue #1483: Make sure the URL always has a trailing slash,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1122,Not a smell,0.95,No Change,"only commonName, no subjectAltName",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1123,Not a smell,0.95,No Change,release server block,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1124,Not a smell,0.95,No Change,the (n+1)th request fails,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1125,Nonlocal info,0.675,Move,TODO: figure out why this sometimes fails when using pytest-xdist.,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1126,Not a smell,0.95,No Change,"if the server thread fails to finish, the test suite will hang  and get killed by the jenkins timeout.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1127,Not a smell,0.95,No Change,"Use the lowercased key for lookups, but store the actual  key alongside the value.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1128,Obvious,0.95,Remove,Compare insensitively,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1129,Obvious,0.95,Remove,Copy is required,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1130,Not a smell,0.95,No Change,"We allow fall-through here, so values default to None",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1131,Not a smell,0.95,No Change,"formerly defined here, reexposed here for backward compatibility",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1132,Not a smell,0.95,No Change,"Preferred clock, based on which one is more accurate on a given system.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1133,Vague,0.525,Rewrite,Python 3.4+,Try time.perf_counter (Python 3.4+),repaired,"The original comment 'Python 3.4+' is vague; the repair clarifies that the try block attempts to use time.perf_counter, which is available from Python 3.4 onward.",evaluation,deepseek-v3
1134,Vague,0.4875,Rewrite,Earlier than Python 3.,Fallback for Python versions earlier than 3.4 (where time.perf_counter is unavailable).,repaired,"The original comment 'Earlier than Python 3.' is vague about which Python version the fallback applies to. The code shows that the try block uses time.perf_counter, which was introduced in Python 3.4, so the except block",evaluation,deepseek-v3
1135,Not a smell,0.95,No Change,Bypass if not a dictionary (e.g. verify),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1136,Not a smell,0.95,No Change,Remove keys that are set to None. Extract keys first to avoid altering  the dictionary during iteration.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1137,Not a smell,0.95,No Change,"Due to the nature of how requests processes redirects this method will  be called at least once upon the original response and at least twice  on each subsequent redirect response (if any).  If a custom mixin is used to handle this logic, it may be advantageous  to cache the redirect location onto the response object as a private  attribute.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1138,Not a smell,0.95,No Change,"Currently the underlying http module on py3 decode headers  in latin1, but empirical evidence suggests that latin1 is very  rarely used with non-ASCII characters in HTTP headers.  It is more likely to get UTF8 header rather than latin1.  This causes incorrect handling of UTF8 encoded location headers.  To solve this, we re-encode the location in latin1.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1139,Not a smell,0.95,No Change,"Special case: allow http -> https redirect when using the standard  ports. This isn't specified by RFC 7235, but is kept to avoid  breaking backwards compatibility with older versions of requests  that allowed any redirects on the same host.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1140,Not a smell,0.95,No Change,Handle default port usage corresponding to scheme.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1141,Not a smell,0.9,No Change,Standard case: root URI must match,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1142,Obvious,0.95,Remove,keep track of history,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1143,Not a smell,0.95,No Change,Update history and keep track of redirects.  resp.history must ignore the original request in this loop,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1144,Not a smell,0.95,No Change,Consume socket so it can be released,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1145,Not a smell,0.95,No Change,Release the connection back into the pool.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1146,Not a smell,0.8075,No Change,Handle redirection without scheme (see: RFC 1808 Section 4),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1147,Not a smell,0.8075,No Change,Normalize url case and attach previous fragment if needed (RFC 7231 7.1.2),,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1148,Not a smell,0.95,No Change,"Facilitate relative 'location' headers, as allowed by RFC 7231.  (e.g. '/path/to/resource' instead of 'http://domain.tld/path/to/resource')  Compliant with RFC3986, we percent encode the url.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1149,Nonlocal info,0.95,Move,https://github.com/psf/requests/issues/1084,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1150,Nonlocal info,0.7125,Move,https://github.com/psf/requests/issues/3490,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1151,Not a smell,0.95,No Change,"Extract any cookies sent on the response to the cookiejar  in the new request. Because we've mutated our copied prepared  request, use the old one that we haven't yet touched.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1152,Obvious,0.9,Remove,Rebuild auth and proxy information.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1153,Not a smell,0.95,No Change,"A failed tell() sets `_body_position` to `object()`. This non-None  value ensures `rewindable` will be True, allowing us to raise an  UnrewindableBodyError, instead of hanging the connection.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1154,Obvious,0.9,Remove,Attempt to rewind consumed file-like object.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1155,Obvious,0.95,Remove,Override the original request.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1156,Not a smell,0.95,No Change,"extract redirect url, if any, for the next loop",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1157,Not a smell,0.95,No Change,"If we get redirected to a new host, we should strip out any  authentication headers.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1158,Not a smell,0.765,No Change,.netrc might have more auth for us on our new host.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1159,Nonlocal info,0.9,Move,https://tools.ietf.org/html/rfc7231#section-6.4.4,,moved,Moved nonlocal note out of inline comment.,evaluation,deepseek-v3
1160,Not a smell,0.95,No Change,"Do what the browsers do, despite standards...  First, turn 302s into GETs.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1161,Not a smell,0.95,No Change,"Second, if a POST is responded to with a 301, turn it into a GET.  This bizarre behaviour is explained in Issue 1704.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1162,Not a smell,0.95,No Change,: A case-insensitive dictionary of headers to be sent on each : :class:`Request <Request>` sent from this : :class:`Session <Session>`.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1163,Not a smell,0.95,No Change,: Default Authentication tuple or object to attach to : :class:`Request <Request>`.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1164,Not a smell,0.95,No Change,": Dictionary mapping protocol or protocol and host to the URL of the proxy : (e.g. {'http': 'foo.bar:3128', 'http://host.name': 'foo.bar:4012'}) to : be used on each :class:`Request <Request>`.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1165,Obvious,0.9,Remove,: Event-handling hooks.,,removed,Removed by policy for this smell label.,evaluation,deepseek-v3
1166,Not a smell,0.95,No Change,: Dictionary of querystring data to attach to each : :class:`Request <Request>`. The dictionary values may be lists for : representing multivalued query parameters.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1167,Not a smell,0.9,No Change,: Stream response content default.,,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1168,Not a smell,0.95,No Change,": SSL Verification default. : Defaults to `True`, requiring requests to verify the TLS certificate at the : remote end. : If verify is set to `False`, requests will accept any TLS certificate : presented by the server, and will ignore hostname mismatches and/or : expired certificates, which will make your application vulnerable to : man-in-the-middle (MitM) attacks. : Only set this to `False` for testing.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1169,Not a smell,0.95,No Change,": SSL client certificate default, if String, path to ssl client : cert file (.pem). If Tuple, ('cert', 'key') pair.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
1170,Not a smell,0.8075,No Change,": Maximum number of redirects allowed. If the request exceeds this : limit, a :class:`TooManyRedirects` exception is raised. : This defaults to requests.models.DEFAULT_REDIRECT_LIMIT, which is : 30.",,skipped_clean,Predicted clean; no repair attempted.,evaluation,deepseek-v3
